"","language_id","lemma","word_form"
"238","cs","IQ","IQ"
"239","cs","JLV","JLV"
"240","cs","kg`kilogram","kg"
"241","cs","km`kilometr","km"
"242","cs","KV","KV"
"243","cs","l`litr","l"
"244","cs","MěstNV","MěstNV"
"245","cs","milión","mil"
"246","cs","m`metr","m"
"247","cs","mm`milimetr","mm"
"248","cs","MS","MS"
"249","cs","MV","MV"
"250","cs","MW`megawatt","MW"
"251","cs","obrázek","obr"
"252","cs","odstavec","odst"
"253","cs","ONV","ONV"
"254","cs","PMV","PMV"
"255","cs","podnik","p"
"256","cs","PVC","PVC"
"257","cs","RMS","RMS"
"258","cs","rok","r"
"259","cs","rok","R"
"260","cs","SJ","SJ"
"261","cs","stupeň","st"
"262","cs","telefon","tel"
"263","cs","tisíc","tis"
"264","cs","USD","USD"
"265","cs","ÚSES","ÚSES"
"266","cs","USK","USK"
"267","cs","ÚV","ÚV"
"268","cs","z","z"
"269","cs","ZP","ZP"
"270","cs","ZV","ZV"
"271","cs","ručení","r"
"272","cs","OH","OH"
"273","cs","a","A"
"274","cs","BIS","BIS"
"275","cs","BSP","BSP"
"276","cs","ČOV","ČOV"
"277","cs","ČSN","ČSN"
"278","cs","d","D"
"279","cs","DEM","DEM"
"280","cs","DKK","DKK"
"281","cs","DNA","DNA"
"282","cs","DPH","DPH"
"283","cs","E","E"
"284","cs","ECU","ECU"
"285","cs","F","F"
"286","cs","hodina","h"
"287","cs","Kč","Kč"
"288","cs","Kčs","Kčs"
"289","cs","m","M"
"290","cs","miliarda","mld"
"291","cs","mtDNA","mtDNA"
"292","cs","OZO","OZO"
"293","cs","p","p"
"294","cs","PH","PH"
"295","cs","poznámka","pozn"
"296","cs","red","red"
"297","cs","redakce","red"
"298","cs","Sb","Sb"
"299","cs","SEK","SEK"
"300","cs","Sk","Sk"
"301","cs","společnost","s"
"302","cs","společnost","spol"
"303","cs","s`sekunda","s"
"304","cs","strana","str"
"305","cs","televize","TV"
"306","cs","ÚR","ÚR"
"307","cs","ÚTZ","ÚTZ"
"308","cs","VŘSR","VŘSR"
"309","cs","ZDŠ","ZDŠ"
"310","cs","ZO","ZO"
"311","cs","hodina","hod"
"312","cs","minuta","min"
"313","cs","AI","AI"
"314","cs","b","b"
"315","cs","c","c"
"316","cs","číslo","č"
"317","cs","d","d"
"318","cs","EEG","EEG"
"319","cs","g","g"
"320","cs","h","h"
"321","cs","JZD","JZD"
"322","cs","ME","ME"
"323","cs","q","Q"
"324","cs","WC","WC"
"325","cs","A","A"
"326","cs","M","M"
"327","cs","B","B"
"328","cs","L","L"
"329","cs","P","P"
"330","cs","R","R"
"331","cs","V","V"
"332","cs","W","W"
"333","cs","Z","Z"
"334","cs","SD","SD"
"335","cs","G","G"
"336","cs","H","H"
"337","cs","N","N"
"338","cs","Š","Š"
"339","cs","ČEZ","ČEZ"
"340","cs","AC","AC"
"341","cs","AFP","AFP"
"342","cs","AIK","AIK"
"343","cs","ANC","ANC"
"344","cs","ČMFS","ČMFS"
"345","cs","ČSÚ","ČSÚ"
"346","cs","FC","FC"
"347","cs","FNM","FNM"
"348","cs","IF","IF"
"349","cs","IPF","IPF"
"350","cs","IVVM","IVVM"
"351","cs","KAN","KAN"
"352","cs","KNV","KNV"
"353","cs","KSČ","KSČ"
"354","cs","LB","LB"
"355","cs","Lux","Lux"
"356","cs","MMF","MMF"
"357","cs","MOV","MOV"
"358","cs","NKÚ","NKÚ"
"359","cs","NV","NV"
"360","cs","OV","OV"
"361","cs","Palace","Palace"
"362","cs","PEN","PEN"
"363","cs","PMEZ","PMEZ"
"364","cs","ROH","ROH"
"365","cs","SČSP","SČSP"
"366","cs","SK","SK"
"367","cs","SPT","SPT"
"368","cs","SSM","SSM"
"369","cs","STEM","STEM"
"370","cs","TIBA","TIBA"
"371","cs","ÚJČ","ÚJČ"
"372","cs","VÚM","VÚM"
"373","cs","SSSR","SSSR"
"374","cs","PVP","PVP"
"375","cs","FAMU","FAMU"
"376","cs","AMU","AMU"
"377","cs","NDR","NDR"
"378","cs","StB","StB"
"379","cs","ČSA","ČSA"
"380","cs","ČSD","ČSD"
"381","cs","LN","LN"
"382","cs","ABC","ABC"
"383","cs","CEFTA","CEFTA"
"384","cs","ČMKOS","ČMKOS"
"385","cs","ČMSS","ČMSS"
"386","cs","ČMUS","ČMUS"
"387","cs","ČNB","ČNB"
"388","cs","ČNR","ČNR"
"389","cs","ČSAD","ČSAD"
"390","cs","ČSAV","ČSAV"
"391","cs","ČSL","ČSL"
"392","cs","ČSOB","ČSOB"
"393","cs","ČSSD","ČSSD"
"394","cs","ČST","ČST"
"395","cs","ČSTK","ČSTK"
"396","cs","ČT","ČT"
"397","cs","ČTK","čtk"
"398","cs","ČTK","ČTK"
"399","cs","ČTO","ČTO"
"400","cs","ČTV","ČTV"
"401","cs","ČVTS","ČVTS"
"402","cs","EU","EU"
"403","cs","FBIS","FBIS"
"404","cs","IBM","IBM"
"405","cs","IPB","IPB"
"406","cs","IPO","IPO"
"407","cs","KB","KB"
"408","cs","KBSE","KBSE"
"409","cs","KDS","KDS"
"410","cs","KDU","KDU"
"411","cs","KGB","KGB"
"412","cs","KSČM","KSČM"
"413","cs","KSSS","KSSS"
"414","cs","LSNS","LSNS"
"415","cs","LSU","LSU"
"416","cs","MAAE","MAAE"
"417","cs","MF","MF"
"418","cs","MNS","MNS"
"419","cs","NF","NF"
"420","cs","NG","NG"
"421","cs","NHL","NHL"
"422","cs","ODA","ODA"
"423","cs","ODS","ODS"
"424","cs","OECD","OECD"
"425","cs","OOP","OOP"
"426","cs","OSN","OSN"
"427","cs","PO","PO"
"428","cs","RSČ","RSČ"
"429","cs","RVHP","RVHP"
"430","cs","SBČS","SBČS"
"431","cs","SNR","SNR"
"432","cs","SNS","SNS"
"433","cs","TJ","TJ"
"434","cs","UEFA","UEFA"
"435","cs","UK","UK"
"436","cs","ÚRO","ÚRO"
"437","cs","VB","VB"
"438","cs","ČR","ČR"
"439","cs","ČSFR","ČSFR"
"440","cs","ČSR","ČSR"
"441","cs","ČSSR","ČSSR"
"442","cs","Francie","Fr"
"443","cs","KLDR","KLDR"
"444","cs","SR","SR"
"445","cs","SRN","SRN"
"446","cs","SSR","SSR"
"447","cs","BMW","BMW"
"448","cs","Boby","Boby"
"449","cs","ČKD","ČKD"
"450","cs","ČVUT","ČVUT"
"451","cs","ES","ES"
"452","cs","FMV","FMV"
"453","cs","FS","FS"
"454","cs","GŘ","GŘ"
"455","cs","KDH","KDH"
"456","cs","MZVŽ","MZVŽ"
"457","cs","NATO","NATO"
"458","cs","ND","ND"
"459","cs","OF","OF"
"460","cs","SCP","SCP"
"461","cs","SNP","SNP"
"462","cs","SPN","SPN"
"463","cs","SPR","SPR"
"464","cs","PC","PC"
"465","cs","bar","bar"
"466","cs","ben","ben"
"467","cs","ber","ber"
"468","cs","bra","bra"
"469","cs","če","če"
"470","cs","dan","dan"
"471","cs","em","em"
"472","cs","gag","gag"
"473","cs","haš","haš"
"474","cs","ika","ika"
"475","cs","il","il"
"476","cs","jap","jap"
"477","cs","jop","jop"
"478","cs","js","js"
"479","cs","kva","kva"
"480","cs","luč","luč"
"481","cs","ma","ma"
"482","cs","mot","mot"
"483","cs","mrk","mrk"
"484","cs","mst","mst"
"485","cs","ouš","ouš"
"486","cs","pet","pet"
"487","cs","ria","ria"
"488","cs","škr","škr"
"489","cs","sn","sn"
"490","cs","šv","šv"
"491","cs","tob","tob"
"492","cs","tse","tse"
"493","cs","vet","vet"
"494","cs","?","?"
"495","cs","*","*"
"496","el","ΕΕ","ΕΕ"
"497","el","ΗΠΑ","ΗΠΑ"
"498","el","κ.","κ."
"499","el","ΟΗΕ","ΟΗΕ"
"500","el","χλμ.","χλμ."
"501","et","sh","sh"
"502","et","st","st"
"503","et","a","a"
"504","et","a","a."
"505","fi","eKr.","eKr."
"506","fi","x","x:n"
"507","fi","x","x"
"508","fi","y","y"
"509","fi","mm.","mm."
"510","fi","eu","EU:n"
"511","fi","EU","EU:n"
"512","fi","A.","A."
"513","he","יו""ר","יו""ר"
"514","he","דו""ח","דו""ח"
"515","he","מנכ""ל","מנכ""ל"
"516","he","מפכ""ל","מפכ""ל"
"517","he","קילוגרם","ק""ג"
"518","he","ד""ר","ד""ר"
"519","he","מ""ר","מ""ר"
"520","he","ש""ח","ש""ח"
"521","he","חו""ל","חו""ל"
"522","he","ח""ך","ח""כ"
"523","he","מד""א","מד""א"
"524","he","מע""ם","מע""ם"
"525","he","עו""ד","עו""ד"
"526","he","ארה""ב","ארה""ב"
"527","he","בית""ר","בית""ר"
"528","he","בריה""ם","בריה""ם"
"529","he","צה""ל","צה""ל"
"530","he","ת""א","ת""א"
"531","hsb","před","př"
"532","hsb","naš","n"
"533","hsb","přikład","př"
"534","hsb","lětoličba","l"
"535","lv","AS","AS"
"536","lv","DUS","DUS"
"537","lv","ES","ES"
"538","lv","IKP","IKP"
"539","lv","IMS","IMS"
"540","lv","LETA","LETA"
"541","lv","SIA","SIA"
"542","lv","UNESCO","UNESCO"
"543","lv","ZAAO","ZAAO"
"544","no","ok","Ok"
"545","no","bl.a.","bl.a."
"546","no","m.a.","m.a."
"547","no","pr.","pr."
"548","no","ca.","ca"
"549","no","ca.","ca."
"550","no","dvs.","dvs."
"551","no","etc.","etc"
"552","no","etc.","etc."
"553","no","f.eks.","f.eks."
"554","no","t.v.","t.v."
"555","no","Ap","Ap"
"556","no","dr.","Dr."
"557","no","EU","EU"
"558","no","FN","FN"
"559","no","Frp","Frp"
"560","no","FrP","FrP"
"561","no","H.","H."
"562","no","I.","I."
"563","no","kap.","kap."
"564","no","kap.","Kap."
"565","no","kl.","kl"
"566","no","kr","kr"
"567","no","KrF","KrF"
"568","no","mill.","mill."
"569","no","NATO","Nato"
"570","no","NATO","NATO"
"571","no","nr.","nr"
"572","no","nr.","nr."
"573","no","OECD","OECD"
"574","no","pst.","pst."
"575","no","PST","PST"
"576","no","s.","s."
"577","no","Sp","Sp"
"578","no","st.meld.","St.meld."
"579","no","SV","SV"
"580","no","ts","ts"
"581","no","USA","USA"
"582","no","SV","SVs"
"583","no","AS","AS"
"584","no","BNP","BNP"
"585","no","tv","tv"
"586","no","Frp.","Fr.p."
"587","no","Sv","SV"
"588","no","FN","FNs"
"589","no","Frp","Frps"
"590","no","USA","USAs"
"591","no","jf.","jf"
"592","no","jf.","jf."
"593","ro","A","A"
"594","ro","A.","A."
"595","ro","Al.","Al."
"596","ro","alin.","alin."
"597","ro","art.","art."
"598","ro","B.","B."
"599","ro","C.","C."
"600","ro","CE","CE"
"601","ro","CEE","CEE"
"602","ro","D.","D."
"603","ro","g","g"
"604","ro","G.","G."
"605","ro","I.","I."
"606","ro","K","K"
"607","ro","lit.","lit."
"608","ro","m","m"
"609","ro","mg","mg"
"610","ro","ml","ml"
"611","ro","N.","N."
"612","ro","Na","Na"
"613","ro","nr.","nr."
"614","ro","O.N.U.","O.N.U."
"615","ro","pct.","pct."
"616","ro","UE","UE"
"617","ro","V","V"
"618","sv","bl a","bl a"
"619","sv","bl.a.","bl.a."
"620","sv","ca","ca"
"621","sv","dvs","dvs"
"622","sv","etc","etc"
"623","sv","osv","osv"
"624","sv","s k","s k"
"625","sv","s.k.","s.k."
"626","sv","t ex","t ex"
"627","sv","t.ex.","t.ex."
"628","sv","%","%"
"629","sv","dr","dr"
"630","sv","kap.","kap."
"631","sv","KPI","KPI"
"632","sv","kr","kr"
"633","sv","mån","mån"
"634","sv","milj","milj"
"635","sv","nr","nr"
"636","sv","proc","proc"
"637","sv","s.","s."
"638","tr","Chp","CHP"
"639","uk","грн","грн"
"640","uk","УПА","УПА"
"641","uk","млрд","млрд"
"642","uk","р.","р"
"643","uk","ТОВ","ТОВ"
"644","uk","ТЕС","ТЕС"
"645","uk","ст.","ст"
"646","uk","млн","млн"
"647","uk","м","м"
"648","uk","О.","О"
"649","bg","пръв","първата"
"650","bg","втори","втория"
"651","bg","пръв","първия"
"652","bg","пръв","първите"
"653","bg","втори","II"
"654","bg","втори","втора"
"655","bg","пръв","първа"
"656","bg","първи","1"
"657","bg","трети","трета"
"658","bg","втори","втори"
"659","bg","пръв","пръв"
"660","bg","първи","първи"
"661","bg","два","двете"
"662","bg","два","двата"
"663","bg","двама","двамата"
"664","bg","двама","Двамата"
"665","bg","два","2"
"666","bg","два","две"
"667","bg","два","Две"
"668","bg","един","1"
"669","bg","един","една"
"670","bg","два","два"
"671","bg","един","един"
"672","bg","един","едно"
"673","bg","двадесет","20"
"674","bg","двама","двама"
"675","bg","двеста","200"
"676","bg","десет","десет"
"677","bg","осем","8"
"678","bg","пет","пет"
"679","bg","петдесет","50"
"680","bg","петстотин","500"
"681","bg","седем","7"
"682","bg","седемдесет","70"
"683","bg","сто","сто"
"684","bg","три","3"
"685","bg","три","три"
"686","bg","тридесет","30"
"687","bg","четири","4"
"688","bg","четири","четири"
"689","bg","четиридесет","40"
"690","bg","шест","6"
"691","bxr","зуун","зуун"
"692","bxr","нэгэ","нэгэ"
"693","ca","darrer","darreres"
"694","ca","primer","primeres"
"695","ca","últim","últimes"
"696","ca","cinquè","cinquena"
"697","ca","darrer","darrera"
"698","ca","desè","desena"
"699","ca","primer","primera"
"700","ca","quart","quarta"
"701","ca","segon","segona"
"702","ca","sisè","sisena"
"703","ca","tercer","tercera"
"704","ca","últim","última"
"705","ca","vuitè","vuitena"
"706","ca","darrer","darrers"
"707","ca","primer","primers"
"708","ca","últim","últims"
"709","ca","cinquè","cinquè"
"710","ca","darrer","darrer"
"711","ca","primer","primer"
"712","ca","segon","segon"
"713","ca","tercer","tercer"
"714","ca","últim","últim"
"715","ca","dos","dues"
"716","ca","mig","mitja"
"717","ca","un","una"
"718","ca","dos","dos"
"719","ca","dos","Dos"
"720","ca","mig","mig"
"721","ca","un","un"
"722","ca","cent","cent"
"723","ca","cinc","cinc"
"724","ca","deu","deu"
"725","ca","dotze","dotze"
"726","ca","mil","mil"
"727","ca","nou","nou"
"728","ca","onze","onze"
"729","ca","quaranta","quaranta"
"730","ca","quatre","quatre"
"731","ca","quinze","quinze"
"732","ca","set","set"
"733","ca","sis","sis"
"734","ca","trenta","trenta"
"735","ca","tres","tres"
"736","ca","tres","Tres"
"737","ca","tretze","tretze"
"738","ca","vint","vint"
"739","ca","vuit","vuit"
"740","ca","doble","doble"
"741","ca","Nou","Nou"
"742","ca","Tres","Tres"
"743","ca","%","%"
"744","ca","10/100","10%"
"745","ca","1/100","1%"
"746","ca","2/100","2%"
"747","ca","25/100","25%"
"748","ca","30/100","30%"
"749","ca","50/100","50%"
"750","ca","5/100","5%"
"751","cs","druhý","druhé"
"752","cs","první","první"
"753","cs","první","První"
"754","cs","čtvrtý","čtvrtého"
"755","cs","druhý","druhého"
"756","cs","první","prvního"
"757","cs","třetí","třetího"
"758","cs","druhý","druhým"
"759","cs","první","prvním"
"760","cs","druhý","druhému"
"761","cs","první","prvnímu"
"762","cs","třetí","třetímu"
"763","cs","druhý","druhých"
"764","cs","první","prvních"
"765","cs","první","prvními"
"766","cs","druhý","Druhým"
"767","cs","první","Prvním"
"768","cs","třetí","třetím"
"769","cs","druhý","druhém"
"770","cs","druhý","druzí"
"771","cs","třetí","třetí"
"772","cs","čtvrtý","čtvrtý"
"773","cs","druhý","druhý"
"774","cs","druhý","Druhý"
"775","cs","pátý","pátý"
"776","cs","sedmý","sedmý"
"777","cs","šestý","šestý"
"778","cs","třetí","Třetí"
"779","cs","jeden","jedny"
"780","cs","dvojí","dvojí"
"781","cs","obojí","obojí"
"782","cs","dvacátý","dvacátého"
"783","cs","pátý","pátého"
"784","cs","první","Prvního"
"785","cs","dvojí","dvojím"
"786","cs","čtvrtý","čtvrtém"
"787","cs","pátý","pátém"
"788","cs","šestý","šestém"
"789","cs","šestý","šesté"
"790","cs","pátý","páté"
"791","cs","čtvrtý","čtvrtou"
"792","cs","druhý","druhou"
"793","cs","druhý","Druhou"
"794","cs","obojí","Obojí"
"795","cs","čtvrtý","čtvrté"
"796","cs","desátý","desáté"
"797","cs","devátý","deváté"
"798","cs","druhý","Druhé"
"799","cs","sedmý","sedmé"
"800","cs","jeden","jedněch"
"801","cs","osmý","osmé"
"802","cs","čtyřicátý","čtyřicátých"
"803","cs","devadesátý","devadesátých"
"804","cs","dvacátý","dvacátých"
"805","cs","osmdesátý","osmdesátých"
"806","cs","padesátý","padesátých"
"807","cs","šedesátý","šedesátých"
"808","cs","sedmdesátý","sedmdesátých"
"809","cs","třicátý","třicátých"
"810","cs","devatenáctý","devatenáctého"
"811","cs","druhý","druhá"
"812","cs","druhý","Druhá"
"813","cs","pátý","pátá"
"814","cs","čtyři","čtyři"
"815","cs","dva","dva"
"816","cs","oba","oba"
"817","cs","tři","tři"
"818","cs","jeden","jeden"
"819","cs","jeden","jednoho"
"820","cs","jeden","Jednoho"
"821","cs","dva","dvěma"
"822","cs","oba","oběma"
"823","cs","tři","třem"
"824","cs","jeden","jednomu"
"825","cs","čtyři","čtyř"
"826","cs","dva","dvou"
"827","cs","oba","obou"
"828","cs","tři","tří"
"829","cs","tisíc","tisíc"
"830","cs","jeden","jedním"
"831","cs","čtyři","Čtyři"
"832","cs","dva","Dva"
"833","cs","oba","Oba"
"834","cs","tři","Tři"
"835","cs","jeden","Jeden"
"836","cs","sto","sto"
"837","cs","půl","půl"
"838","cs","sto","set"
"839","cs","pár","pár"
"840","cs","jeden","Jedním"
"841","cs","čtyři","čtyřech"
"842","cs","jeden","jednom"
"843","cs","dva","dvě"
"844","cs","dva","Dvě"
"845","cs","oba","obě"
"846","cs","oba","Obě"
"847","cs","čtvrtina","čtvrtiny"
"848","cs","třetina","třetiny"
"849","cs","jeden","jednu"
"850","cs","jeden","Jednu"
"851","cs","čtvrtina","čtvrtinu"
"852","cs","desetina","desetinu"
"853","cs","pětina","pětinu"
"854","cs","třetina","třetinu"
"855","cs","jeden","jedno"
"856","cs","jeden","Jedno"
"857","cs","osm","osm"
"858","cs","čtrnáct","čtrnáct"
"859","cs","čtyřicet","čtyřicet"
"860","cs","deset","deset"
"861","cs","deset","Deset"
"862","cs","devadesát","devadesát"
"863","cs","devatenáct","devatenáct"
"864","cs","devět","devět"
"865","cs","devět","Devět"
"866","cs","dvacet","dvacet"
"867","cs","dvanáct","dvanáct"
"868","cs","jedenáct","jedenáct"
"869","cs","osmdesát","osmdesát"
"870","cs","osmnáct","osmnáct"
"871","cs","padesát","padesát"
"872","cs","padesát","Padesát"
"873","cs","pár","Pár"
"874","cs","patnáct","patnáct"
"875","cs","pět","pět"
"876","cs","pět","Pět"
"877","cs","šedesát","šedesát"
"878","cs","sedm","sedm"
"879","cs","sedm","Sedm"
"880","cs","sedmdesát","sedmdesát"
"881","cs","sedmnáct","sedmnáct"
"882","cs","šest","šest"
"883","cs","šest","Šest"
"884","cs","šestnáct","šestnáct"
"885","cs","třicet","třicet"
"886","cs","třicet","Třicet"
"887","cs","třináct","třináct"
"888","cs","jeden","jedné"
"889","cs","třetina","třetině"
"890","cs","čtrnáct","čtrnácti"
"891","cs","deset","deseti"
"892","cs","devět","devíti"
"893","cs","dvacet","dvaceti"
"894","cs","jedenáct","jedenácti"
"895","cs","osm","osmi"
"896","cs","osmdesát","osmdesáti"
"897","cs","osmnáct","osmnácti"
"898","cs","padesát","padesáti"
"899","cs","patnáct","patnácti"
"900","cs","pět","pěti"
"901","cs","sedm","sedmi"
"902","cs","šest","šesti"
"903","cs","šestnáct","šestnácti"
"904","cs","třicet","třiceti"
"905","cs","čtyřicet","čtyřiceti"
"906","cs","dvanáct","dvanácti"
"907","cs","pětadvacet","pětadvaceti"
"908","cs","šedesát","šedesáti"
"909","cs","třináct","třinácti"
"910","cs","tři","třech"
"911","cs","tři","třemi"
"912","cs","jeden","jednou"
"913","cs","jeden","Jednou"
"914","cs","čtyři","čtyřmi"
"915","cs","jeden","jedna"
"916","cs","jeden","Jedna"
"917","cs","čtvrtina","čtvrtina"
"918","cs","třetina","třetina"
"919","cs","0.3","0.3"
"920","cs","10.00","10.00"
"921","cs","1.2","1.2"
"922","cs","1.3","1.3"
"923","cs","14.00","14.00"
"924","cs","1.5","1.5"
"925","cs","1.6","1.6"
"926","cs","16.00","16.00"
"927","cs","16.30","16.30"
"928","cs","1.7","1.7"
"929","cs","17.00","17.00"
"930","cs","17.30","17.30"
"931","cs","1.8","1.8"
"932","cs","18.00","18.00"
"933","cs","18.30","18.30"
"934","cs","19.00","19.00"
"935","cs","19.20","19.20"
"936","cs","19.30","19.30"
"937","cs","20.00","20.00"
"938","cs","20.05","20.05"
"939","cs","2.1","2.1"
"940","cs","21.30","21.30"
"941","cs","2.3","2.3"
"942","cs","23.00","23.00"
"943","cs","2.4","2.4"
"944","cs","2.5","2.5"
"945","cs","2.8","2.8"
"946","cs","3.5","3.5"
"947","cs","3.7","3.7"
"948","cs","4.5","4.5"
"949","cs","4.6","4.6"
"950","cs","5.5","5.5"
"951","cs","7.5","7.5"
"952","cs","8.00","8.00"
"953","cs","8.30","8.30"
"954","cs","8.5","8.5"
"955","cs","9.00","9.00"
"956","cs","II","II"
"957","cs","III","III"
"958","cs","IV","IV"
"959","da","1.","1."
